,brand,model,selling_price,km_driven,fuel,mileage,engine,seats,No_of_years
1260,Tata,New Safari DICOR 2.2 EX 4x2,535000,96443,Diesel,11.57,2179.0,7,13
1261,Honda,Accord 2.4 AT,400000,100000,Petrol,11.7,2354.0,5,14
1262,Maruti,Swift AMT VXI,610000,10000,Petrol,21.21,1197.0,5,4
1263,Maruti,Swift Dzire VDI,509999,110000,Diesel,23.4,1248.0,5,9
1264,Tata,Safari Storme VX,521000,86000,Diesel,14.0,2179.0,7,9
1265,Maruti,Swift Dzire VDI,511000,100000,Diesel,23.4,1248.0,5,9
1266,Hyundai,i20 Sportz 1.4 CRDi,451000,91000,Diesel,22.54,1396.0,5,9
1267,Hyundai,i10 Sportz,170000,100000,Petrol,20.36,1197.0,5,14
1268,Maruti,Swift Dzire VDI,450000,120000,Diesel,23.4,1248.0,5,10
1269,Honda,City 1.5 V Elegance,375000,90000,Petrol,17.0,1497.0,5,12
1270,Maruti,Alto 800 LXI,305000,60000,Petrol,22.74,796.0,5,7
1271,Renault,KWID RXT,315000,51500,Petrol,25.17,799.0,5,7
1272,Chevrolet,Sail 1.3 LS,250000,60000,Diesel,22.1,1248.0,5,7
1273,Ford,Figo Diesel EXI,200000,104500,Diesel,20.0,1399.0,5,11
1274,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,950000,30000,Diesel,23.0,1498.0,5,5
1275,Renault,Duster 110PS Diesel RxL,400000,120000,Diesel,19.01,1461.0,5,11
1276,Maruti,Swift ZDi,509999,100000,Diesel,22.9,1248.0,5,9
1277,Honda,Civic 1.8 V MT,375000,90000,Petrol,13.5,1799.0,5,15
1278,Maruti,Wagon R LXI,150000,150000,Petrol,18.9,998.0,5,18
1279,Maruti,Wagon R AX,75000,60000,Petrol,18.9,998.0,5,17
1280,Hyundai,Verna 1.4 VTVT,465000,50000,Petrol,17.43,1396.0,5,8
1281,Hyundai,Grand i10 1.2 CRDi Asta,700000,10000,Diesel,24.0,1186.0,5,4
1282,Mahindra,Scorpio 1.99 S10,950000,120000,Diesel,15.4,1997.0,7,8
1283,Hyundai,i20 1.2 Asta,610000,40000,Petrol,18.6,1197.0,5,6
1284,Maruti,Alto 800 LXI,235000,50000,Petrol,22.74,796.0,5,9
1285,Maruti,Eeco 5 Seater AC BSIV,330000,90000,Petrol,15.37,1196.0,5,6
1286,Nissan,Terrano XE 85 PS,472000,90000,Diesel,20.45,1461.0,5,9
1287,Maruti,Swift VXI,585000,10000,Petrol,21.21,1197.0,5,4
1288,Mahindra,Supro LX 8 Str,500000,10000,Diesel,23.5,909.0,8,5
1289,Maruti,Alto K10 VXI,360000,27000,Petrol,23.95,998.0,5,4
1290,Maruti,Swift Dzire VDI,649000,70000,Diesel,26.59,1248.0,5,7
1291,Maruti,Omni MPI CARGO BSIV,200000,50000,Petrol,16.8,796.0,5,6
1292,Hyundai,Grand i10 CRDi Magna,400000,110000,Diesel,24.0,1120.0,5,9
1293,Maruti,Celerio VDi,250000,100000,Diesel,27.62,793.0,5,8
1294,Mahindra,Marazzo M6,1200000,50000,Diesel,17.3,1497.0,7,5
1295,Maruti,Swift Vdi BSIII,250000,105000,Diesel,17.8,1248.0,5,14
1296,Toyota,Innova 2.5 GX (Diesel) 8 Seater,819999,110000,Diesel,12.99,2494.0,8,10
1297,Mahindra,XUV500 W8 2WD,800000,60000,Diesel,15.1,2179.0,7,9
1298,Ford,Ecosport 1.0 Ecoboost Titanium Optional,429000,49102,Petrol,18.88,999.0,5,10
1299,Hyundai,Santro Xing GLS,150000,60000,Petrol,17.92,1086.0,5,13
1300,Chevrolet,Beat Diesel LT,170000,90000,Diesel,25.44,936.0,5,11
1301,Honda,Brio Exclusive Edition,335000,33033,Petrol,19.4,1198.0,5,9
1302,Hyundai,Grand i10 AT Asta,465000,63063,Petrol,18.9,1197.0,5,8
1303,Renault,Duster 110PS Diesel RxL,360000,81000,Diesel,19.01,1461.0,5,10
1304,Hyundai,Xcent 1.2 CRDi SX,570000,80000,Diesel,25.4,1186.0,5,5
1305,Renault,Duster 110PS Diesel RxZ,350000,105000,Diesel,19.01,1461.0,5,11
1306,Maruti,Ertiga BSIV VXI,700000,227000,Petrol,17.5,1373.0,7,6
1307,Renault,Duster 110PS Diesel RxZ,375000,100000,Diesel,19.01,1461.0,5,11
1308,Maruti,Eeco CNG 5 Seater AC BSIV,450000,60000,CNG,21.94,1196.0,5,4
1309,Hyundai,i20 Magna 1.4 CRDi (Diesel),325000,70000,Diesel,21.9,1396.0,5,10
1310,Volkswagen,ento Diesel Comfortline,260000,120000,Diesel,20.54,1598.0,5,12
1311,Maruti,Alto LXi BSIII,130000,80000,Petrol,19.7,796.0,5,14
1312,Tata,New Safari DICOR 2.2 EX 4x2,150000,120000,Diesel,11.57,2179.0,7,15
1313,Hyundai,Santro Xing GLS,220000,40000,Petrol,17.92,1086.0,5,9
1314,Hyundai,i10 Magna 1.2 iTech SE,275000,53000,Petrol,20.36,1197.0,5,9
1315,Maruti,Swift LDI Optional,455000,60000,Diesel,25.2,1248.0,5,6
1316,Hyundai,i20 1.2 Magna Executive,570000,30000,Petrol,18.6,1197.0,5,6
1317,Volkswagen,ento Diesel Highline,330000,100000,Diesel,20.54,1598.0,5,10
1318,Toyota,Innova Crysta 2.4 VX MT BSIV,1576000,70000,Diesel,13.68,2393.0,7,5
1319,Maruti,Ertiga ZDI,450000,98000,Diesel,20.77,1248.0,7,11
1320,Hyundai,EON Magna Plus,250000,60000,Petrol,21.1,814.0,5,9
1321,Hyundai,i10 Sportz,165000,80000,Petrol,20.36,1197.0,5,13
1322,Mahindra,Ssangyong Rexton RX7,800000,117000,Diesel,11.18,2696.0,7,10
1323,Honda,Jazz 1.2 V i VTEC,680000,8576,Petrol,18.7,1199.0,5,5
1324,Tata,Tigor 1.2 Revotron XZA,525000,19723,Petrol,20.3,1199.0,5,6
1325,Honda,City 1.5 V MT Sunroof,825000,21446,Petrol,16.8,1497.0,5,7
1326,Maruti,S-Cross 2017-2020 Sigma DDiS 200 SH,750000,52289,Diesel,25.1,1248.0,5,6
1327,Mahindra,Scorpio S4 Plus,950000,52236,Diesel,15.4,2179.0,7,6
1328,Mahindra,Scorpio S4 Plus 4WD,950000,54470,Diesel,15.4,2179.0,7,6
1329,Hyundai,i20 1.4 CRDi Magna,675000,25471,Diesel,21.9,1396.0,5,6
1330,Tata,Tiago XT,490000,33928,Petrol,23.84,1199.0,5,4
1331,Mahindra,TUV 300 T4 Plus,775000,59736,Diesel,18.49,1493.0,7,5
1332,Honda,City 1.5 V MT,350000,54290,Petrol,17.0,1497.0,5,14
1333,Honda,Brio S MT,475000,2118,Petrol,19.4,1198.0,5,7
1334,Mahindra,Scorpio S4 7 Seater,950000,61379,Diesel,15.4,2179.0,7,6
1335,Honda,City i-VTEC S,350000,58544,Petrol,17.4,1497.0,5,13
1336,Maruti,Wagon R VXI,400000,74381,Petrol,21.79,998.0,5,7
1337,Maruti,800 DX 5 Speed,75000,35000,Petrol,16.1,796.0,4,22
1338,Ford,Ecosport 1.5 DV5 MT Titanium,850000,63982,Diesel,22.7,1498.0,5,6
1339,Maruti,Wagon R VXI,175000,65000,Petrol,18.9,998.0,5,15
1340,Mahindra,Bolero 2011-2019 SLE,570000,74000,Diesel,15.96,2523.0,7,9
1341,Renault,Duster 110PS Diesel RxZ,525000,56429,Diesel,19.01,1461.0,5,10
1342,Hyundai,i10 Magna 1.2 iTech SE,270000,56000,Petrol,20.36,1197.0,5,11
1343,Hyundai,Santro Magna,434999,19500,Petrol,20.3,1086.0,5,4
1344,Hyundai,i20 Asta Option 1.2,495000,30000,Petrol,18.6,1197.0,5,8
1345,Hyundai,i20 Asta Option 1.4 CRDi,575000,53000,Diesel,22.54,1396.0,5,7
1346,Hyundai,Xcent 1.2 VTVT S,600000,5000,Petrol,20.14,1197.0,5,6
1347,Hyundai,Verna 1.6 VTVT S Option,700000,25000,Petrol,17.01,1591.0,5,8
1348,Honda,City i DTec V,560000,72000,Diesel,26.0,1498.0,5,9
1349,Mahindra,Bolero DI AC BSIII,250000,80000,Diesel,13.6,2523.0,7,18
1350,Skoda,Rapid 1.6 MPI Ambition Plus,409999,29000,Petrol,15.0,1598.0,5,10
1351,Nissan,Terrano XL D Option,495000,56832,Diesel,19.87,1461.0,5,7
1352,Hyundai,Elite i20 Petrol Asta,470000,30528,Petrol,18.6,1197.0,5,9
1353,Honda,Amaze S Diesel,350000,65285,Diesel,24.7,1498.0,5,10
1354,Toyota,Innova Crysta 2.4 G MT 8 STR,1560000,20102,Diesel,13.68,2393.0,8,3
1355,Honda,Jazz 1.2 S i VTEC,480000,43000,Petrol,18.7,1199.0,5,8
1356,Toyota,Etios Liva 1.4 GD,270000,52380,Diesel,23.59,1364.0,5,10
1357,Mahindra,Bolero B2,660000,74250,Diesel,21.0,1498.0,7,5
1358,Maruti,Ignis 1.2 AMT Alpha BSIV,490000,57247,Petrol,20.89,1197.0,5,6
1359,Maruti,Vitara Brezza ZDi Plus,800000,52000,Diesel,24.3,1248.0,5,6
1360,Nissan,Sunny XV,350000,47000,Petrol,16.95,1498.0,5,12
1361,Ford,Fiesta EXi 1.4 TDCi Ltd,170000,80000,Diesel,17.8,1399.0,5,12
1362,Tata,Indica Vista Aqua 1.3 Quadrajet,125000,85000,Diesel,18.0,1248.0,5,12
1363,Maruti,Swift Dzire VDi,400000,100000,Diesel,19.3,1248.0,5,11
1364,Nissan,Sunny XV,250000,110000,Petrol,16.95,1498.0,5,12
1365,Fiat,Linea Emotion (Diesel),190000,178000,Diesel,20.4,1248.0,5,13
1366,Maruti,Alto LX,125000,120000,Petrol,19.7,796.0,5,13
1367,Jeep,Compass 2.0 Limited 4X4,1950000,70000,Diesel,16.3,1956.0,5,6
1368,Audi,Q5 2.0 TDI,1300000,120000,Diesel,12.8,1968.0,5,12
1369,Toyota,Innova 2.5 G4 Diesel 8-seater,786000,155000,Diesel,12.8,2494.0,8,13
1370,Maruti,Wagon R VXI BS IV,335000,30000,Petrol,20.51,998.0,5,8
1371,Maruti,Wagon R LXI Minor,114999,60000,Petrol,18.9,1061.0,5,14
1372,Volkswagen,olo Diesel Comfortline 1.2L,229999,70000,Diesel,22.07,1199.0,5,11
1373,Hyundai,i20 2015-2017 Asta 1.4 CRDi,731000,40000,Diesel,22.54,1396.0,5,6
1374,Hyundai,Verna 1.6 SX,395000,120000,Diesel,22.32,1582.0,5,11
1375,Maruti,Swift Dzire VDI,500000,120000,Diesel,26.59,1248.0,5,8
1376,Hyundai,EON Era Plus,220000,50000,Petrol,21.1,814.0,5,9
1377,Ford,Figo Diesel Celebration Edition,240000,100000,Diesel,20.0,1399.0,5,10
1378,Hyundai,i20 1.4 CRDi Asta,215000,120000,Diesel,23.0,1396.0,5,13
1379,Maruti,Swift VDI,400000,90000,Diesel,22.9,1248.0,5,11
1380,Maruti,Zen Estilo VXI BSIV,191000,90000,Petrol,19.0,998.0,5,11
1381,Mahindra,Xylo D4 BSIII,351000,100000,Diesel,14.0,2498.0,8,10
1382,Tata,Nano XTA,250000,20000,Petrol,21.9,624.0,4,8
1383,Hyundai,Verna CRDi SX ABS,210000,90000,Diesel,18.1,1493.0,5,14
1384,Toyota,Etios VX,300000,120000,Petrol,17.6,1496.0,5,12
1385,Ford,Figo Aspire 1.5 TDCi Trend,700000,35000,Diesel,25.83,1498.0,5,6
1386,Hyundai,Sonata CRDi M/T,500000,120000,Diesel,11.8,1991.0,5,13
1387,Maruti,800 AC BSIII,120000,120000,Petrol,16.1,796.0,4,21
1388,Hyundai,Elite i20 Asta Option Diesel,850000,10000,Diesel,22.54,1396.0,5,4
1389,Honda,WR-V i-DTEC VX,770000,65000,Diesel,25.5,1498.0,5,6
1390,Honda,Civic 1.8 S MT,245000,90000,Petrol,13.5,1799.0,5,16
1391,Maruti,Alto K10 2010-2014 VXI,250000,90000,Petrol,20.92,998.0,5,11
1392,Hyundai,i20 Active SX Diesel,651000,42323,Diesel,21.19,1396.0,5,7
1393,Honda,City V MT,480000,42462,Petrol,16.8,1497.0,5,10
1394,Maruti,Swift VDI BSIV,470000,54723,Diesel,25.2,1248.0,5,8
1395,Honda,Jazz 1.5 V i DTEC,500000,30000,Diesel,27.3,1498.0,5,7
1396,BMW,X1 sDrive20d M Sport,1075000,42545,Diesel,19.62,1998.0,5,12
1397,Maruti,S-Cross 2017-2020 Delta DDiS 200 SH,690000,32000,Diesel,25.1,1248.0,5,7
1398,Maruti,Ignis 1.2 Delta BSIV,480000,20375,Petrol,20.89,1197.0,5,5
1399,Maruti,Swift ZDI Plus,450000,43978,Diesel,28.4,1248.0,5,10
1400,Maruti,Vitara Brezza VDi Option,770000,50000,Diesel,24.3,1248.0,5,5
1401,Mahindra,Bolero B4,445000,40200,Diesel,21.0,1498.0,7,8
1402,Hyundai,i20 1.2 Asta Option,700000,30000,Petrol,18.6,1197.0,5,5
1403,Maruti,Ertiga ZDI,560000,90000,Diesel,20.77,1248.0,7,9
1404,Ford,Ecosport Sports Diesel,475000,48000,Diesel,21.7,1498.0,5,10
1405,Honda,Amaze E Diesel BSIV,465000,27233,Diesel,27.4,1498.0,5,9
1406,Maruti,Swift Dzire Tour LDI,520000,28832,Diesel,23.4,1248.0,5,6
1407,Tata,Manza Aura Safire,225000,35000,Petrol,15.0,1368.0,5,12
1408,Maruti,Ertiga ZXI,700000,35000,Petrol,16.02,1373.0,7,8
1409,Maruti,Vitara Brezza VDi,780000,40000,Diesel,24.3,1248.0,5,6
1410,Honda,City 2017-2020 GXi,93150,80000,Petrol,17.7,1497.0,5,17
1411,Mahindra,Quanto C4,403000,30000,Diesel,17.21,1493.0,7,7
1412,Hyundai,i10 Era,229999,50000,Petrol,19.81,1086.0,5,14
1413,Maruti,Swift Dzire VDI,525000,40000,Diesel,26.59,1248.0,5,7
1414,Maruti,Ertiga VXI,560000,25000,Petrol,16.02,1373.0,7,9
1415,Mahindra,XUV500 W7,830000,120000,Diesel,15.1,2179.0,7,3
1416,Maruti,Ritz VDi,250000,60000,Diesel,21.1,1248.0,5,12
1417,Mahindra,Bolero 2011-2019 DI - AC BS III,450000,110000,Diesel,15.96,2523.0,9,9
1418,Mahindra,Scorpio 1.99 S4,745000,67000,Diesel,15.4,1997.0,7,7
1419,Ford,Figo Diesel Titanium,144000,50000,Diesel,20.0,1399.0,5,13
1420,Maruti,Zen Estilo 1.1 VXI BSIII,120000,40000,Petrol,18.2,1061.0,5,15
1421,Tata,New Safari DICOR 2.2 EX 4x2,300000,120000,Diesel,11.57,2179.0,7,15
1422,Maruti,800 DX,52000,100000,Petrol,16.1,796.0,4,24
1423,Mahindra,Scorpio 2.6 CRDe,300000,98000,Diesel,10.5,2179.0,8,20
1424,Mahindra,Bolero DI DX 7 Seater,270000,150000,Diesel,13.6,2523.0,7,14
1425,Chevrolet,Sail LT ABS,260000,38000,Diesel,22.1,1248.0,5,9
1426,Toyota,Etios GD,475000,120000,Diesel,23.59,1364.0,5,8
1427,Ford,Figo Diesel Titanium,302000,103000,Diesel,20.0,1399.0,5,12
1428,Maruti,800 AC,45000,60000,Petrol,16.1,796.0,4,29
1429,Maruti,Vitara Brezza VDi Option,775000,80000,Diesel,24.3,1248.0,5,6
1430,Maruti,Ertiga VDI,700000,50000,Diesel,20.77,1248.0,7,8
1431,Maruti,Swift VDI BSIV,530000,90000,Diesel,25.2,1248.0,5,9
1432,Tata,Nexon 1.5 Revotorq XZ Plus,869999,70000,Diesel,21.5,1497.0,5,6
1433,Hyundai,Elantra CRDi,155000,110000,Diesel,14.9,1991.0,5,17
1434,Tata,Tiago 1.2 Revotron XZA,550000,30000,Petrol,23.84,1199.0,5,4
1435,Maruti,Swift Dzire VDI,600000,80000,Diesel,26.59,1248.0,5,7
1436,Maruti,Swift Dzire VDi,430000,110000,Diesel,19.3,1248.0,5,11
1437,Tata,Manza Aura (ABS) Quadrajet,246000,120000,Diesel,18.8,1248.0,5,13
1438,Maruti,Zen VXi - BS III,120000,120000,Petrol,17.3,993.0,5,20
1439,Hyundai,i20 Asta 1.2,565000,70000,Petrol,18.6,1197.0,5,9
1440,Hyundai,Elite i20 Asta Option Diesel,850000,60000,Diesel,22.54,1396.0,5,5
1441,Maruti,Alto LXi BSIII,160000,90000,Petrol,19.7,796.0,5,17
1442,Fiat,Linea Classic Plus 1.3 Multijet,325000,142500,Diesel,19.5,1248.0,5,9
1443,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,450000,90000,Diesel,12.05,2179.0,8,12
1444,Hyundai,i10 Sportz 1.1L,310000,50000,Petrol,19.81,1086.0,5,8
1445,Honda,Amaze S i-Dtech,250000,90000,Diesel,25.8,1498.0,5,10
1446,Maruti,Swift Dzire LDI,420000,115000,Diesel,26.59,1248.0,5,8
1447,Hyundai,i20 Sportz AT 1.4,330000,150000,Petrol,15.0,1396.0,5,10
1448,Maruti,Swift VXI Optional,405000,68000,Petrol,20.4,1197.0,5,8
1449,Mahindra,Bolero 2011-2019 ZLX,400000,90000,Diesel,15.96,2523.0,7,10
1450,Honda,City V AT,409999,110000,Petrol,15.6,1497.0,5,13
1451,Mahindra,Bolero 2011-2019 SLX 2WD BSIII,500000,70000,Diesel,15.96,2523.0,7,10
1452,Mahindra,XUV500 W8 4WD,590000,80000,Diesel,15.1,2179.0,7,12
1453,Hyundai,i10 Era,135000,100000,Petrol,19.81,1086.0,5,16
1454,Maruti,Wagon R LXI,70000,70000,Petrol,18.9,998.0,5,19
1455,Maruti,800 Std BSII,45000,77000,Petrol,16.1,796.0,4,19
1456,Maruti,Swift Dzire VDI,650000,35500,Diesel,28.4,1248.0,5,5
1457,Maruti,Wagon R VXI Optional,400000,17500,Petrol,20.51,998.0,5,5
1458,Maruti,Alto K10 VXI,350000,27000,Petrol,23.95,998.0,5,6
1459,Hyundai,Grand i10 1.2 CRDi Asta,550000,60000,Diesel,24.0,1186.0,5,6
1460,Maruti,Wagon R LXI Optional,350000,25000,Petrol,20.51,998.0,5,7
1461,Maruti,Swift Dzire LDI Optional,459999,80000,Diesel,26.59,1248.0,5,8
1462,Maruti,Alto LXi,185000,60000,Petrol,19.7,796.0,5,11
1463,Volkswagen,olo Diesel Highline 1.2L,550000,38000,Diesel,22.07,1199.0,5,10
1464,Maruti,Wagon R Duo Lxi,300000,100000,LPG,26.2,998.0,5,11
1465,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,900000,110000,Diesel,12.8,2494.0,8,12
1466,Honda,BR-V i-DTEC S MT,900000,92000,Diesel,21.9,1498.0,7,7
1467,Mahindra,Bolero 2011-2019 Plus AC,550000,180000,Diesel,15.96,2523.0,9,11
1468,Maruti,Baleno Zeta 1.2,625000,10000,Petrol,21.4,1197.0,5,5
1469,Maruti,Alto 800 VXI,310000,35000,Petrol,24.7,796.0,5,6
1470,Maruti,Swift DDiS LDI,500000,35000,Diesel,28.4,1248.0,5,6
1471,Hyundai,Grand i10 CRDi Sportz,610000,23000,Diesel,24.0,1120.0,5,7
1472,Tata,Indigo CS LX (TDI) BS III,150000,150000,Diesel,19.09,1396.0,5,11
1473,Hyundai,Xcent 1.1 CRDi SX Option,480000,70000,Diesel,24.4,1120.0,5,8
1474,Hyundai,i20 1.2 Asta Option,650000,40000,Petrol,18.6,1197.0,5,6
1475,Hyundai,i20 1.4 CRDi Magna,290000,100000,Diesel,21.9,1396.0,5,11
1476,Maruti,Alto 800 LXI,300000,50000,Petrol,24.7,796.0,5,6
1477,Maruti,Swift Dzire VDi,270000,120000,Diesel,19.3,1248.0,5,13
1478,Hyundai,Xcent 1.1 CRDi S,400000,60000,Diesel,24.4,1120.0,5,8
1479,Maruti,Alto 800 LX,280000,28000,Petrol,22.74,796.0,5,8
1480,Maruti,Swift Dzire VXi,250000,60000,Petrol,17.5,1298.0,5,14
1481,Maruti,Swift Dzire VDi,495000,80000,Diesel,19.3,1248.0,5,11
1482,Ford,Endeavour 3.2 Titanium AT 4X4,3250000,12000,Diesel,10.91,3198.0,7,5
1483,Honda,Amaze V Petrol BSIV,700000,4500,Petrol,19.5,1199.0,5,4
1484,Tata,Indigo eCS VX BSIV,310000,70000,Diesel,25.0,1396.0,5,10
1485,Renault,Duster 85PS Diesel RxE,650000,120000,Diesel,19.87,1461.0,5,6
1486,Honda,Jazz 1.2 V AT i VTEC,600000,80000,Petrol,19.0,1199.0,5,8
1487,Tata,New Safari DICOR 2.2 EX 4x2,150000,150000,Diesel,11.57,2179.0,7,14
1488,Mahindra,Renault Logan 1.4 GLX Petrol,135000,120000,Petrol,15.7,1390.0,5,14
1489,Maruti,Swift Dzire VDI,650000,50000,Diesel,23.4,1248.0,5,9
1490,Honda,City V MT,550000,83000,Petrol,16.8,1497.0,5,11
1491,Maruti,Swift Dzire VDI,650000,20000,Diesel,28.4,1248.0,5,6
1492,Toyota,Fortuner 2.8 2WD AT BSIV,2900000,49000,Diesel,12.9,2755.0,7,5
1493,Honda,Brio 1.2 VX MT,450000,6750,Petrol,18.5,1198.0,5,6
1494,Maruti,Ciaz VXi Plus,650000,26000,Petrol,20.73,1373.0,5,8
1495,Hyundai,Grand i10 1.2 Kappa Era,430000,52000,Petrol,17.0,1197.0,5,6
1496,Hyundai,Creta 1.6 CRDi AT S Plus,1143000,51000,Diesel,17.01,1582.0,5,6
1497,Maruti,Swift AMT ZXI Plus BSIV,700000,20000,Petrol,22.0,1197.0,5,4
1498,Maruti,Ritz VXi,229999,18500,Petrol,18.5,1197.0,5,12
1499,Mahindra,TUV 300 T4,509999,142000,Diesel,18.49,1493.0,7,6
1500,Ford,EcoSport 1.5 Ti VCT MT Trend BSIV,670000,50478,Petrol,15.85,1499.0,5,7
1501,Tata,Tiago 1.2 Revotron XZA,525000,9200,Petrol,23.84,1199.0,5,4
1502,Renault,Duster 85PS Diesel RxE,515000,40000,Diesel,19.87,1461.0,5,7
1503,Maruti,Baleno Delta,630000,5000,Petrol,21.01,1197.0,5,3
1504,Datsun,RediGO A,270000,2300,Petrol,22.7,799.0,5,4
1505,Maruti,Alto 800 LXI,300000,40000,Petrol,22.74,796.0,5,7
1506,Mahindra,Xylo D2 BSIV,250000,119000,Diesel,14.0,2489.0,8,11
1507,Maruti,Alto LX,90000,100000,Petrol,19.7,796.0,5,18
1508,Maruti,Ertiga SHVS ZDI Plus,750000,100000,Diesel,24.52,1248.0,7,6
1509,Maruti,Wagon R LXI Minor,135000,50000,Petrol,18.9,1061.0,5,14
1510,Maruti,Eeco Smiles 5 Seater AC,275000,80000,Petrol,15.1,1196.0,5,10
1511,Tata,Nexon 1.2 Revotron XM,740000,15000,Petrol,17.0,1198.0,5,5
1512,Honda,Amaze S i-VTEC,690000,1303,Petrol,17.8,1198.0,5,4
1513,Audi,Q5 35TDI Premium Plus,3975000,31800,Diesel,17.01,1968.0,5,5
1514,Lexus,ES 300h,5150000,20000,Petrol,22.37,2487.0,5,4
1515,Jaguar,XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33,1999.0,5,6
1516,Jeep,Wrangler 2016-2019 3.6 4X4,4100000,17000,Petrol,9.5,3604.0,5,6
1517,Toyota,Yaris V BSIV,1000000,4295,Petrol,17.1,1496.0,5,5
1518,Toyota,Yaris V BSIV,1000000,5229,Petrol,17.1,1496.0,5,5
1519,Hyundai,Grand i10 Nios Sportz,550000,4701,Petrol,20.7,1197.0,5,4
1520,Maruti,Baleno Alpha,600000,6757,Petrol,21.01,1197.0,5,7
1521,Skoda,Rapid 1.6 MPI AT Style Plus,675000,28182,Petrol,14.3,1598.0,5,7
1522,Nissan,Kicks XV BSIV,950000,11533,Petrol,14.23,1498.0,5,4
1523,Honda,City i VTEC V,850000,11688,Petrol,17.8,1497.0,5,6
1524,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1525,Toyota,Corolla Altis 1.8 VL AT,550000,57728,Petrol,14.53,1794.0,5,11
1526,Maruti,Ciaz 1.3 Alpha,925000,23712,Diesel,28.09,1248.0,5,5
1527,Ford,Ecosport 1.5 Ti VCT AT Titanium,625000,70670,Petrol,16.5,1499.0,5,8
1528,Maruti,Alto 800 LXI,200000,43381,Petrol,22.74,796.0,5,9
1529,Honda,City i VTEC CVT VX,635000,79011,Petrol,18.0,1497.0,5,9
1530,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1531,Maruti,SX4 VDI,425000,50000,Diesel,21.79,1248.0,5,9
1532,Maruti,Wagon R VXI BS IV,220000,40000,Petrol,18.9,998.0,5,12
1533,Hyundai,Grand i10 1.2 Kappa Asta,590000,10000,Petrol,18.9,1197.0,5,5
1534,Mahindra,Thar CRDe,775000,35000,Diesel,16.55,2498.0,6,6
1535,Maruti,Ritz VXi,350000,58500,Petrol,18.5,1197.0,5,8
1536,Maruti,Baleno Delta 1.2,575000,20000,Petrol,21.4,1197.0,5,5
1537,Nissan,Micra XL,200000,43500,Petrol,18.06,1198.0,5,12
1538,Tata,Hexa XT,1575000,30000,Diesel,17.6,2179.0,7,5
1539,Ford,EcoSport 1.5 TDCi Titanium BSIV,600000,63000,Diesel,22.77,1498.0,5,8
1540,Mahindra,Bolero 2011-2019 ZLX BSIII,720000,35000,Diesel,15.96,2523.0,7,7
1541,Tata,Indigo eCS LS TDI BSIII,158000,110000,Diesel,19.09,1396.0,5,11
1542,Tata,Hexa XT,1575000,25000,Diesel,17.6,2179.0,7,5
1543,Hyundai,Xcent 1.2 VTVT S AT,580000,30000,Petrol,17.36,1197.0,5,6
1544,Mahindra,Bolero 2011-2019 SLX,420000,50000,Diesel,15.96,2523.0,7,11
1545,Mahindra,Marazzo M6 8Str,1200000,35000,Diesel,17.3,1497.0,8,5
1546,Renault,KWID 1.0 RXT Optional,350000,30000,Petrol,23.01,999.0,5,5
1547,Honda,City i VTEC VX,650000,56000,Petrol,17.4,1497.0,5,9
1548,Maruti,Wagon R VXI BS IV,400000,12700,Petrol,20.51,998.0,5,6
1549,Tata,Nexon 1.5 Revotorq XM,700000,35000,Diesel,21.5,1497.0,5,5
1550,Hyundai,Xcent 1.2 Kappa SX,520000,30000,Petrol,19.1,1197.0,5,6
1551,Mahindra,Scorpio LX BSIV,450000,120000,Diesel,12.05,2179.0,9,11
1552,Tata,Safari Storme EX,850000,100000,Diesel,14.1,2179.0,7,6
1553,Renault,KWID RXT,350000,34000,Petrol,25.17,799.0,5,6
1554,Mahindra,Xylo D2,450000,56000,Diesel,13.0,2489.0,8,12
1555,Hyundai,i10 Era,165000,90000,Petrol,19.81,1086.0,5,15
1556,Hyundai,Santro Xing GLS,160000,65000,Petrol,17.92,1086.0,5,13
1557,Tata,New Safari DICOR 2.2 EX 4x4,300000,80000,Diesel,13.93,2179.0,7,12
1558,Mahindra,Scorpio VLX 2WD BSIV,550000,90000,Diesel,12.05,2179.0,8,11
1559,Maruti,Alto K10 VXI,285000,40000,Petrol,23.95,998.0,5,8
1560,Hyundai,Creta 1.6 CRDi SX,850000,58000,Diesel,19.67,1582.0,5,7
1561,Ford,Freestyle Titanium Petrol BSIV,700000,19100,Petrol,19.0,1194.0,5,5
1562,Maruti,Ertiga ZXI Plus Petrol,900000,25000,Petrol,19.34,1462.0,7,5
1563,Maruti,Alto LXi BSIII,180000,49455,Petrol,19.7,796.0,5,18
1564,Hyundai,EON D Lite Plus Option,220000,100000,Petrol,21.1,814.0,5,7
1565,Tata,Indica Vista Quadrajet LS,120000,120000,Diesel,22.3,1248.0,5,10
1566,Hyundai,i20 Asta Optional With Sunroof 1.2,220000,90000,Petrol,17.0,1197.0,5,13
1567,Chevrolet,Sail Hatchback LS ABS,420000,46815,Diesel,22.1,1248.0,5,10
1568,Tata,Indica Vista TDI LS,160000,110000,Diesel,19.4,1405.0,5,10
